URN,URN-commentedOn,Author,Date,Text,Translation,Notes
urn:cite:dc3:harpocration.225.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀπηλοημένος,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀπηλοημένος: ὁ ἀπὸ τῆς ἅλω συγκεκομισμένος μετὰ τὸ ἀλοηθῆναι, ὅ ἐστι πατηθῆναι· <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.042"">πρὸς Φαίνιππον</work>.","Apeloemenos (having been threshed): That which has been collected from the threshing floor after having been threshed, i.e. trod upon: Demosthenes in Against Phainippos.",""
urn:cite:dc3:harpocration.226.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀπήχεια,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀπήχεια: ἀντὶ τοῦ ἀπέχθεια <person TLG=""0540"">Λυσίας</person> πρὸς Μέδοντα καὶ <person TLG=""0029"">Δείναρχος</person> κατὰ Κηφισοκλέους.","Apecheian (enmity): for hatred: Lysias, Against Medon, and Deinarchos Against Kephisokles.",""
urn:cite:dc3:harpocration.227.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀπίλλειν,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀπίλλειν: <person TLG=""0540"">Λυσίας</person> ἐν τῇ <work TLG=""0540.046"">κατὰ Θεομνήστου</work>, εἰ γνήσιος, <q TLG=""0540.047.17"">ἀποκλείειν νομίζεται.</q>","Apillein (to bar): Lysias in Against Theomnestos, if it is genuine, “it is considered (to mean) ‘to exclude.’”",""
urn:cite:dc3:harpocration.228.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀπιστεῖν,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀπιστεῖν: ἀντὶ τοῦ ἀπειθεῖν <person TLG=""0028"">Ἀντιφῶν</person> κατὰ Λαισποδίου, <person TLG=""0010"">Ἰσοκράτης</person> ἐν τῇ ἐπιστολῇ τῇ <work TLG=""0010.027"">πρὸς Φίλιππον</work><ref TLG=""0010.027.12""/>. λέγουσι δὲ καὶ Ἀπιστίαν τὴν ἀπείθειαν, ὡς <person TLG=""0014"">Δημοσθένης</person> ἐν <work TLG=""0014.009"">θ Φιλιππικῶν</work><ref TLG=""0014.009.38""/> καὶ ἄλλοι πολλοί.","Apistein: for 'disobey:' Antiphon, Against Laispodios, Isokrates in the Letter to Philip. They also call disobedience 'apistia,' as (does) Demosthenes in the ninth of the Philippics, and many others.",""
urn:cite:dc3:harpocration.229.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἁπλᾶς,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἁπλᾶς: <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.054"">κατὰ Κόνωνος</work>. Καλλίστρατός φησι τὰ μονόπελμα τῶν ὑποδημάτων οὕτω καλεῖσθαι. Στράττις Λημνομέδᾳ 

""ὑποδήματα σαυτῷ πρίασθαι τῶν ἁπλῶν.""","Haplas: Demosthenes, Against Konon. Kallistratos says that single-soled (types) of sandals are so called. Strattis, in Lemnomeda: 

""to buy yourself sandals from among the single-soled.""",""
urn:cite:dc3:harpocration.230.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀπογραφή,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀπογραφή: ὅταν τις λέγῃ τινὰ ἔχειν τι τῶν τῆς πόλεως, ἀπογραφὴν ποιεῖται ὁ ἐναγόμενος, δηλῶν πόθεν ἔχει τὰ χρήματα καὶ πόσα ταῦτα εἴη. μήποτε δὲ καὶ εἶδός τι δίκης ἐστὶν ἡ ἀπογραφή· εἰ γὰρ ἀρνοῖτό τις μὴ ἔχειν, ἀπογραφῆς ἐκρίνετο ὡς οὐκ ὀρθῶς γεγενημένης τῆς ἀπογραφῆς· <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.022"">κατ’ Ἀνδροτίωνος</work>. τί δὲ ἦν τὸ κινδύνευμα τῷ τὴν ἀπογραφὴν ποιουμένῳ, ἐν τῷ <person TLG=""0014"">Δημοσθένους</person> <work TLG=""0014.053"">πρὸς Νικόστρατον</work> περὶ τῶν Ἀρεθουσίου ἀνδραπόδων, εἰ γνήσιος, δῆλον γίνεται.","Apographe (declaration): Whenever one says that someone has something that belongs to the city, the accuser makes a declaration, showing whence the person has the property and how much it is. Perhaps the apographe is also a type of action. For if one should deny that one has (the property), then a suit was brought for apographe on grounds that the apographe had not been done correctly. Demosthenes, Against Androtion. What the risk was for the one making the apographe, becomes clear in Demosthenes' Against Nikostratos on the slaves of Arethousios, if it is genuine.",""
urn:cite:dc3:harpocration.231.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀποδέκται,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀποδέκται: ἀρχή τίς ἐστι παρ' Ἀθηναίοις οἱ ἀποδέκται, ἧς πολλάκις μνημονεύουσιν οἱ ῥήτορες καὶ οἱ κωμικοί. <person TLG=""0086"">Ἀριστοτέλης</person> δ' ἐν τῇ <work TLG=""0086.003"">Ἀθηναίων πολιτείᾳ</work> δεδήλωκεν ὡς δέκα τε εἴησαν, καὶ ὡς <q TLG=""0086.003.48.1"">παραλαβόντες τὰ γραμματεῖα ἀπαλείφουσι τὰ καταβαλλόμενα χρήματα τῆς βουλῆς ἐναντίον ἐν τῷ βουλευτηρίῳ, καὶ πάλιν ἀποδιδόασι τὰ γραμματεῖα τῷ δημοσίῳ</q>· καὶ ἁπλῶς ἃ πράττουσι διασαφεῖ. ὅτι δὲ ἀντὶ τῶν κωλακρετῶν οἱ ἀποδέκται ὑπὸ Κλεισθένους ἀπεδείχθησαν, <person TLG=""1125"">Ἀνδροτίων</person> β.","Apodektai: the receivers are an office among Athenians, which the orators and the comic poets mention many times. Aristotle, in the Constitution of the Athenians, has shown that there were ten, and that having received the records (of debt), they erase money paid in the presence of the council in the bouleuterion and return the records back to the public secretary. And he clarifies simply what they do. That the receivers were appointed by Kleisthenes in place of the kolakretai Androtion book 2 (shows).",""
urn:cite:dc3:harpocration.232.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀποδιδόμενοι,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀποδιδόμενοι: <person TLG=""0028"">Ἀντιφῶν</person> ἐν τῷ περὶ τοῦ Σαμοθρᾳκῶν φόρου ἀντὶ τοῦ ἀποδιδόντες. ἑξῆς δέ φησιν ""ἀποδιδόμεθα"" ἤτοι ἀντὶ τοῦ ἀποδίδομεν ἢ ἀντὶ τοῦ πιπράσκομεν.","Apodidomenoi: Antiphon in On the Samothracians' Tribute for 'returning' (active voice). And then he says ""we give back"" (middle voice) either for 'we give away' or for 'we sell.'",""
urn:cite:dc3:harpocration.233.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀποικία,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀποικία: ἰδίως τὰ γράμματα καθ' ἃ ἀποικοῦσί τινες οὕτως ὠνόμασαν· <person TLG=""0030"">Ὑπερείδης</person> Δηλιακῷ.","Apoikia (colony): in a special sense, the documents according to which people emigrate some named thus. Hypereides in Deliakos.",""
urn:cite:dc3:harpocration.234.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀποικοδομεῖς,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀποικοδομεῖς: ἀντὶ τοῦ ἀποφράττεις ἀπολαβών τινα οἰκοδομήματι <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.055"">πρὸς Καλλικλέα</work>.","Apoikodomeis (you barricade): for ‘you block off,’ cutting off something with a construction: Demosthenes in Against Kallikles.",""
urn:cite:dc3:harpocration.235.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀποκηρύττοντες,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀποκηρύττοντες: ἀντὶ τοῦ πιπράσκοντες <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.023"">κατ’ Ἀριστοκράτους</work><ref TLG=""0014.023.201""/>. Πλάτων Πρέσβεσι ""σκευάρια δὴ κλέψας ἀπεκήρυξ' ἐκφέρων,"" ἐπώλησεν.","Apokeruttontes (selling by auction): for 'selling:' Demosthenes, Against Aristokrates. Plato in Ambassadors: ""having stolen implements, carrying them away, he auctioned them;"" he sold.",""
urn:cite:dc3:harpocration.236.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀπόκρισις,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀπόκρισις: ἡ ἀπολογία· <person TLG=""0540"">Λυσίας</person> καὶ <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.019"">κατ' Αἰσχίνου</work> <q TLG=""0014.0019.120"">ἀπόκριναι γὰρ δεῦρο παρελθών μοι.</q> <person TLG=""0461"">Εὔπολις</person> Πόλεσιν 

<qverse>ὡς ὑμῖν πάντως ἐγὼ</qverse> 
<qverse>ἀποκρινοῦμαι πρὸς τὰ κατηγορούμενα.</qverse>","Apokrisis (answer): defense: Lysias and Demosthenes, Against Aischines: ""so, come here and answer me."" Eupolis in Cities: 

""I shall respond to you completely, to all of your accusations.""",""
urn:cite:dc3:harpocration.237.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀπολαχεῖν,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀπολαχεῖν: ἀντὶ ἁπλοῦ τοῦ λαχεῖν <person TLG=""0028"">Ἀντιφῶν</person> ἐν τῷ κατὰ Φιλίνου, <person TLG=""0540"">Λυσίας</person> κατὰ Ποσειδίππου. <person TLG=""0019"">Ἀριστοφάνης</person> Ταγηνισταῖς 

<qverse>οὐ μὴν ὅ γε σὸς ἀδελφὸς οὗ ἀπελάγχανεν.</qverse>","Apolachein (to obtaining a portion of a thing by lot): for simply 'to obtain by lot:' Antiphon in Against Philinos, Lysias in Against Poseidippos. Aristophanes in Tagenistai:

""of which your brother at any rate did not obtain a portion.""",""
urn:cite:dc3:harpocration.238.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀπολελοιπότες,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀπολελοιπότες: ἀντὶ τοῦ νενικηκότες. ἡ μεταφορὰ ἀπὸ τῶν δρομέων· οἱ γὰρ νικῶντες ἀπολείπουσι τοὺς ἡττωμένους. <person TLG=""0010"">Ἰσοκράτης</person> <work TLG=""0010.021"">Παναθηναϊκῷ</work><ref TLG=""0010.021.41""/> καὶ <work TLG=""0010.011"">Πανηγυρικῷ</work><ref TLG=""0010.011.50""/>.",Apoleloipotes (having left behind): for 'having won.' The metaphor is from runners. For those who win leave behind those who are beaten. Isokrates in Panathenaikos and Panegyrikos.,""
urn:cite:dc3:harpocration.239.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀπόληξις,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀπόληξις: εἷς τῶν ι συγγραφέων, ὃν <person TLG=""0497"">Πλάτων</person> κωμῳδεῖ ἐν <work TLG=""0497.000"">Σοφισταῖς</work>.","Apolexis: one of the 10 commissioners, whom Plato makes fun of in Sophists.",""
urn:cite:dc3:harpocration.240.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀπόλλων_πατρῶιος_ὁ_πύθιος,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀπόλλων πατρῶιος ὁ Πύθιος: προσηγορία τίς ἐστι τοῦ θεοῦ πολλῶν καὶ ἄλλων οὐσῶν. τὸν δὲ Ἀπόλλωνα κοινῶς πατρῷον τιμῶσιν Ἀθηναῖοι ἀπὸ Ἴωνος· τούτου γὰρ οἰκίσαντος τὴν Ἀττικὴν, ὡς <person TLG=""0086"">Ἀριστοτέλης</person> φησὶ, τοὺς Ἀθηναίους Ἴωνας κληθῆναι καὶ Ἀπόλλωνα πατρῷον αὐτοῖς ὀνομασθῆναι.","Apollo patroios ho Pythios (Ancestral Apollo Pythios): is an appellation of the god, one of many others that also exist. Athenians commonly honor Apollo as patroios after Ion. For when he settled Attica, as Aristotle says, the Athenians were called Ionians and Apollo was named ‘patroios’ by them.",""
urn:cite:dc3:harpocration.241.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀπόμισθοι,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀπόμισθοι: οἱ μισθὸν μὴ λαμβάνοντες· <person TLG=""0014"">Δημοσθένης</person> Φιλιππικοῖς<ref TLG=""0014.004.46""/> καὶ ἐν τῷ <work TLG=""0014.023"">κατ’ Ἀριστοκράτους</work>.","Apomisthoi (unpaid): those who do not receive pay: Demosthenes, in the Philippics and in Against Aristokrates.",""
urn:cite:dc3:harpocration.242.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀπὸ_μισθωμάτων,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀπὸ μισθωμάτων: Δίδυμός φησιν ὁ γραμματικὸς ἀντὶ τοῦ ἐκ τῶν τεμενικῶν προσόδων. ἑκάστῳ γὰρ θεῷ πλέθρα γῆς ἀπένεμον, ἐξ ὧν μισθουμένων αἱ εἰς τὰς θυσίας ἐγίνοντο δαπάναι· οὐ γὰρ κατ' εὐσέβειαν ἔθυον τὰ ἱερεῖα, ἀλλὰ μισθούμενοι.","Apo misthomaton (from rents): Didymos the Grammarian says this for 'from the sanctuaries’ income.' For to each god, they used to apportion measures of land, from which, when it was let, the expenditures for the sacrifices used to come. For they did not used to sacrifice the victims out of piety, but as contractors.",""
urn:cite:dc3:harpocration.243.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀπονομή,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀπονομή: ἡ ἀπόμοιρα, ὡς μέρος τι τῶν περιγιγνομένων ἐκ τῶν μετάλλων λαμβανούσης τῆς πόλεως, ἢ ὡς διαιρουμένων εἰς πλείους μισθωτὰς, ἵν' ἕκαστος λάβῃ τι μέρος· <person TLG=""0029"">Δείναρχος</person> ἐν τῷ πρὸς τοὺς Λυκούργου παῖδας πολλάκις.","Aponome (distribution): apportionment, as when the city takes a share of the returns from the mines, or as when people divide up contractors into many so that each receives a share: Deinarchos in Against the Children of Lykourgos, many times.",""
urn:cite:dc3:harpocration.244.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀποπεφασμένον,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀποπεφασμένον: ἀντὶ τοῦ ἀποδεδειγμένον καὶ πεφανερωμένον. οὕτω <person TLG=""0029"">Δείναρχος</person> καὶ <person TLG=""0540"">Λυσίας</person> καὶ <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.059"">κατὰ Νεαίρας</work> <q TLG=""0014.059.67"">ἀποπεφασμένως πωλοῦνται</q> ἀντὶ τοῦ φανερῶς.","Apopephasmenon (having been declared): for 'having been displayed' and 'having been made clear.' So Deinarchos and Lysias and Demosthenes, Against Neaira: ""they sell themselves clearly"" for 'openly.'",""
urn:cite:dc3:harpocration.245.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀποπομπάς,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀποπομπάς: <person TLG=""0010"">Ἰσοκράτης</person> <work TLG=""0010.020"">Φιλίππῳ</work><ref TLG=""0010.020.117""/>. ἀποπομπαῖοί τινες ἐκαλοῦντο θεοὶ, περὶ ὧν Ἀπολλόδωρος ἐν ἕκτῳ περὶ θεῶν διείλεκται.","Apopompas (averting): Isokrates, Phillip. Some gods used to be called 'apotropaic,' concerning whom Apollodoros, in book six of On Gods, has discussed.",""
